City,Store Name,Latitude,Longitude,Sales Made,Customer Count,Avg Order Value
New York,Store_36,40.66349521305312,-74.00492526974224,5413,214,25.29
New York,Store_37,40.73204360328903,-74.02905876662015,1663,364,4.57
New York,Store_38,40.69512029320207,-74.00412093782566,4304,229,18.79
,Store_39,40.69916296023793,-73.9588217917279,2291,344,6.66
New York,Store_40,40.71252485058924,-74.02591216901833,4696,489,9.6
New York,Store_41,40.666488694735456,-73.995043566602,5737,269,21.33
New York,Store_42,40.667947875125,-74.02813535357635,8392,434,19.34
New York,Store_43,40.6867561890667,-74.04151051279088,2707,267,10.14
New York,Store_44,40.76136504541106,-74.03179447284884,5931,488,12.15
New York,Store_45,40.73896196153287,-74.03223624560076,9958,343,29.03
New York,Store_46,40.69957831327193,-73.99276941694065,1197,444,2.7
,Store_47,40.74444318732194,-73.97616548750155,5282,375,14.09
New York,Store_48,40.73238128067909,-73.97016411951863,3811,492,7.75
New York,Store_49,40.68482410475656,-73.9848850467562,9338,197,47.4
New York,Store_50,40.727317279040946,-74.0385633570995,3976,473,8.41
New York,Store_51,40.701473534630054,-73.96232700112633,5736,316,18.15
New York,Store_52,40.69690663510503,-74.04465264787594,6534,347,18.83
New York,Store_53,40.688594162771516,-73.99000159539658,9815,109,90.05
New York,Store_54,40.68888291748304,-73.95637463002421,5548,86,64.51
,Store_55,40.75106363431893,-74.03712928916586,8400,148,56.76
New York,Store_56,40.73283578299728,-73.97133388577618,5499,201,27.36
New York,Store_57,40.70325081271222,-73.9672229901239,2648,469,5.65
New York,Store_58,40.75265541885271,-73.99535709403403,3557,148,24.03
New York,Store_59,40.76016638367553,-74.02760790252626,5973,387,15.43
,Store_60,40.71136137535862,-74.01115758570137,1956,218,8.97
New York,Store_61,40.680392525267735,-74.05419246363844,5493,326,16.85
New York,Store_62,40.680682270922134,-74.01935312154171,2218,450,4.93
New York,Store_63,40.69360607918524,-74.0017459769445,9050,424,21.34
New York,Store_64,40.68784618186056,-73.99701291524394,4436,100,44.36
New York,Store_65,40.752004655517716,-73.99288613740028,1225,326,3.76
New York,Store_66,40.71306370931052,-73.99830961153737,6600,366,18.03
New York,Store_67,40.712719337988474,-73.99879958007908,8679,66,131.5
New York,Store_68,40.762255051079734,-74.00900554860091,2069,422,4.9
New York,Store_69,40.75114940222663,-73.98122812261026,2060,329,6.26
New York,Store_70,40.69587503046705,-74.00072350331645,1606,148,10.85
New York,Store_71,40.760833158371604,-74.04846537439938,1980,465,4.26
New York,Store_72,40.747913667151686,-74.02430779948438,9319,67,139.09
New York,Store_73,40.71848012624584,-73.96238452258392,1569,372,4.22
New York,Store_74,40.719806117008936,-74.04628235062292,8455,480,17.61
New York,Store_75,40.761805385010426,-74.04199159847634,1154,435,2.65
New York,Store_76,40.69505507642386,-73.97113302050754,8560,348,24.6
New York,Store_77,40.733691099691015,-74.00071800230921,6801,296,22.98
New York,Store_78,40.70477808564463,-74.03037930564055,9716,365,26.62
New York,Store_79,40.71393423988609,-74.00584837053128,5780,69,83.77
New York,Store_80,40.727796393077774,-73.98580331227423,5495,191,28.77
New York,Store_81,40.75180053418176,-74.02220048431485,6919,264,26.21
,Store_82,40.73000261352952,-74.02318473325252,4769,112,42.58
New York,Store_83,40.76098408883105,-73.97210664979306,8509,354,24.04
New York,Store_84,40.66653481887492,-73.97373994393404,3491,150,23.27
New York,Store_85,40.715024326005484,-73.97900064469015,4051,157,25.8
New York,Store_86,40.7250890475819,-74.04746525350062,1876,421,4.46
New York,Store_87,40.70393539050567,-73.98604877892328,8079,357,22.63
Los Angeles,Store_88,34.099785207946255,-118.24206996516989,2693,196,13.74
Los Angeles,Store_89,34.08171861947687,-118.2666167748738,6177,488,12.66
Los Angeles,Store_90,34.02728605273467,-118.27526663256687,6949,328,21.19
Los Angeles,Store_91,34.04503144749401,-118.22485000992347,2664,107,24.9
Los Angeles,Store_92,34.093721372762644,-118.24946477702689,8805,167,52.72
Los Angeles,Store_93,34.073659592270005,-118.22768026232824,4343,238,18.25
Los Angeles,Store_94,34.07598969166958,-118.23826459474887,8004,296,27.04
Los Angeles,Store_95,34.00697161276916,-118.2370962789506,4506,135,33.38
Los Angeles,Store_96,34.003639348862976,-118.2820927359493,6188,96,64.46
Los Angeles,Store_97,34.0062728802319,-118.20815394159891,7617,481,15.84
,Store_98,34.082891297705075,-118.25906956789106,8421,271,31.07
Los Angeles,Store_99,34.067177368264275,-118.2888941075803,3849,229,16.81
Los Angeles,Store_100,34.03966126146265,-118.23111400842858,3489,145,24.06
Los Angeles,Store_101,34.08784898411883,-118.2278306368381,5611,65,86.32
,Store_102,34.00925687474004,-118.22945807217937,7303,389,18.77
Los Angeles,Store_103,34.059747417787584,-118.25488300737935,3427,82,41.79
Los Angeles,Store_104,34.04802528904915,-118.23913832106841,6732,317,21.24
Los Angeles,Store_105,34.040810263780074,-118.19758094361761,4913,92,53.4
Los Angeles,Store_106,34.02177911347893,-118.28676386991249,6726,351,19.16
Los Angeles,Store_107,34.00402218256515,-118.28425570392442,3082,264,11.67
Los Angeles,Store_108,34.00931886484602,-118.26180243697063,1417,164,8.64
Los Angeles,Store_109,34.03038547747734,-118.28188351723784,8668,163,53.18
Los Angeles,Store_110,34.06509428467799,-118.2059527986473,8587,266,32.28
,Store_111,34.08254809303848,-118.26549654274287,6988,457,15.29
,Store_112,34.08288347392673,-118.19464948579994,5079,85,59.75
Los Angeles,Store_113,34.03940180857928,-118.21605870392581,7806,239,32.66
Los Angeles,Store_114,34.05838666921438,-118.26984031402097,4766,62,76.87
Los Angeles,Store_115,34.076190876044734,-118.26987638475961,6917,322,21.48
Los Angeles,Store_116,34.05563274735306,-118.2440438809317,1728,391,4.42
Los Angeles,Store_117,34.03196351745093,-118.28370151128382,1395,494,2.82
Los Angeles,Store_118,34.09273819764193,-118.28457133232139,3502,333,10.52
,Store_119,34.09720619670508,-118.19863928530624,5946,416,14.29
Los Angeles,Store_120,34.010528441119526,-118.28452958527416,5491,74,74.2
Los Angeles,Store_121,34.05757030523458,-118.27242721049758,4636,200,23.18
Los Angeles,Store_122,34.08032960504712,-118.28235353979827,8860,91,97.36
Los Angeles,Store_123,34.09962482085344,-118.19410687579698,5729,182,31.48
Los Angeles,Store_124,34.0759035556791,-118.2391084229835,9010,195,46.21
,Store_125,34.09906519439741,-118.2248969989825,1953,450,4.34
Los Angeles,Store_126,34.01231226761228,-118.28528931938851,2191,219,10.0
,Store_127,34.04186516019542,-118.20451030912233,2540,78,32.56
Los Angeles,Store_128,34.010683771408516,-118.19503604214988,2365,194,12.19
Los Angeles,Store_129,34.09692485773839,-118.19509989361772,4141,301,13.76
Los Angeles,Store_130,34.01055007166987,-118.21598530840726,6301,216,29.17
Los Angeles,Store_131,34.0446222009247,-118.20306456149054,5268,190,27.73
Los Angeles,Store_132,34.04272020867814,-118.2365526974795,7619,366,20.82
Los Angeles,Store_133,34.08447903518767,-118.21927883430567,7530,397,18.97
Los Angeles,Store_134,34.098417254847455,-118.25621294204764,8576,361,23.76
Los Angeles,Store_135,34.05503701212972,-118.25006641683935,3105,93,33.39
Los Angeles,Store_136,34.09999006687543,-118.23809949613575,5910,198,29.85
Los Angeles,Store_137,34.00654007832981,-118.20123566697764,6348,213,29.8
,Store_138,34.057585428440134,-118.1967697464381,7190,282,25.5
Los Angeles,Store_139,34.02388091065865,-118.26425060531606,4584,422,10.86
Los Angeles,Store_140,34.07189250558638,-118.25527981686209,9662,490,19.72
Los Angeles,Store_141,34.09372543416691,-118.19782975925922,6063,407,14.9
Los Angeles,Store_142,34.04776567527857,-118.23168674021986,7819,139,56.25
Los Angeles,Store_143,34.041026838398984,-118.27076052542951,1539,269,5.72
Los Angeles,Store_144,34.03823450952053,-118.26770501371458,7042,496,14.2
Los Angeles,Store_145,34.055809636634415,-118.26274723837138,8891,269,33.05
Los Angeles,Store_146,34.029295764251515,-118.28038148747763,8714,302,28.85
Los Angeles,Store_147,34.09625318271354,-118.25203609422616,5804,352,16.49
Los Angeles,Store_148,34.09411765518355,-118.28542515799647,9989,291,34.33
Los Angeles,Store_149,34.05735878725441,-118.2772165738863,2015,338,5.96
Los Angeles,Store_150,34.07996022837352,-118.24566299181336,8449,112,75.44
Los Angeles,Store_151,34.04149894489788,-118.21078357792935,5784,466,12.41
Los Angeles,Store_152,34.049069315979494,-118.25221804976624,1384,454,3.05
Chicago,Store_153,41.83563590603525,-87.61062856028312,6989,308,22.69
Chicago,Store_154,41.88364317056027,-87.60290125848195,5809,132,44.01
Chicago,Store_155,41.85283481017432,-87.634745586469,6997,50,139.94
Chicago,Store_156,41.923505102725876,-87.61918253655492,6565,498,13.18
Chicago,Store_157,41.89527006844059,-87.61798717595421,4419,144,30.69
Chicago,Store_158,41.839455759219966,-87.61264268044073,9865,487,20.26
Chicago,Store_159,41.90533183917357,-87.6277836498888,5363,498,10.77
Chicago,Store_160,41.883290683877455,-87.62370620284646,8901,300,29.67
,Store_161,41.868448286621245,-87.66639847715494,4374,456,9.59
Chicago,Store_162,41.90361372556737,-87.61776904486466,5673,124,45.75
Chicago,Store_163,41.849396416150896,-87.66616285244133,7881,343,22.98
Chicago,Store_164,41.88890878495419,-87.61613556783777,8002,484,16.53
Chicago,Store_165,41.91851586944938,-87.64497445329768,5261,384,13.7
Chicago,Store_166,41.867754278232134,-87.61759132997722,8730,130,67.15
Chicago,Store_167,41.92305206236577,-87.6650926519071,7327,450,16.28
Chicago,Store_168,41.877311629307954,-87.65397556117011,5164,83,62.22
Chicago,Store_169,41.89018056844221,-87.64505865917747,7269,284,25.6
Chicago,Store_170,41.88606499344718,-87.64564367895434,7254,298,24.34
Chicago,Store_171,41.87411191589836,-87.62132338940509,7090,423,16.76
Chicago,Store_172,41.8978667573697,-87.66179327276507,9472,244,38.82
Chicago,Store_173,41.91553176048544,-87.62827639451358,1671,483,3.46
Chicago,Store_174,41.8882935395541,-87.65741509340937,8956,54,165.85
Chicago,Store_175,41.862608262782246,-87.64503807855174,7677,454,16.91
Chicago,Store_176,41.88297153092074,-87.62635764962675,1523,395,3.86
Chicago,Store_177,41.91752172628959,-87.66692516017004,8240,331,24.89
,Store_178,41.90804103989091,-87.61700996105091,7493,156,48.03
Chicago,Store_179,41.92018724005318,-87.67369220401451,2276,229,9.94
Chicago,Store_180,41.84903493233367,-87.64275278972086,9717,77,126.19
Chicago,Store_181,41.86499136395698,-87.63354652838669,1364,203,6.72
Chicago,Store_182,41.831768320289065,-87.6545563055656,6126,52,117.81
,Store_183,41.917620683768725,-87.62863225578843,6870,323,21.27
Chicago,Store_184,41.87284123668235,-87.6265382733545,4086,241,16.95
Chicago,Store_185,41.855024323094945,-87.64207158368954,9905,88,112.56
Chicago,Store_186,41.86030791655832,-87.65865519930036,8641,175,49.38
Chicago,Store_187,41.84007621318193,-87.59074727192602,7168,117,61.26
Chicago,Store_188,41.86361043032793,-87.61491771597085,7371,160,46.07
Chicago,Store_189,41.901782247539494,-87.62402577340497,7891,132,59.78
Chicago,Store_190,41.86597726259513,-87.64605531661282,3739,331,11.3
Chicago,Store_191,41.88885552222936,-87.65536468445353,1876,278,6.75
Chicago,Store_192,41.92146918237599,-87.6790465636866,2733,119,22.97
Chicago,Store_193,41.85269577283845,-87.66373186267404,7986,495,16.13
Chicago,Store_194,41.85660951686939,-87.66246264047052,9434,80,117.92
,Store_195,41.86913968269897,-87.58156213830914,6342,55,115.31
Chicago,Store_196,41.86788555990458,-87.58285295667247,9195,384,23.95
Chicago,Store_197,41.90980720709493,-87.65400971729551,3551,484,7.34
Chicago,Store_198,41.910186147315336,-87.60795427291634,7316,349,20.96
Chicago,Store_199,41.84860775601495,-87.58300059334958,9915,274,36.19
Chicago,Store_200,41.901724718369856,-87.62681599768189,3048,139,21.93
Chicago,Store_201,41.90487795014429,-87.67107098204103,2917,188,15.52
Chicago,Store_202,41.9213014342257,-87.64773578078405,4744,439,10.81
Chicago,Store_203,41.8617604278194,-87.6663585323061,7038,187,37.64
Chicago,Store_204,41.927096023238995,-87.64756461550253,2619,370,7.08
,Store_205,41.8419824773442,-87.67952891005856,3824,448,8.54
,Store_206,41.87525761885502,-87.63861590858528,8984,118,76.14
Chicago,Store_207,41.911161940778776,-87.58329730893335,2908,425,6.84
Chicago,Store_208,41.92719294764574,-87.65929981899468,9162,84,109.07
Chicago,Store_209,41.92074494235897,-87.60764034492487,6951,398,17.46
Chicago,Store_210,41.84207723766263,-87.60027326881401,7413,365,20.31
Chicago,Store_211,41.844465594286575,-87.66337342020691,3898,428,9.11
Chicago,Store_212,41.89147585637202,-87.58901338695375,1600,286,5.59
Chicago,Store_213,41.886930667579506,-87.61150179365829,7943,228,34.84
Chicago,Store_214,41.89051015441819,-87.62582189380853,5670,192,29.53
Chicago,Store_215,41.88584862709062,-87.64426375481817,5033,358,14.06
Chicago,Store_216,41.91874721109646,-87.6173762004086,2970,247,12.02
Chicago,Store_217,41.92208321236135,-87.61702919469286,9135,91,100.38
Chicago,Store_218,41.84202720726634,-87.60039748107297,6788,338,20.08
Chicago,Store_219,41.88144610919763,-87.59041074169491,1419,206,6.89
Chicago,Store_220,41.84326748797328,-87.64862779322044,1950,338,5.77
Chicago,Store_221,41.83145324347358,-87.62281103151287,5612,172,32.63
Chicago,Store_222,41.903563529186016,-87.6695083969256,7028,208,33.79
Chicago,Store_223,41.865982156555695,-87.63409997807183,8863,64,138.48
Chicago,Store_224,41.90782953657796,-87.66480825726512,3371,381,8.85
Chicago,Store_225,41.90528819805983,-87.6785796927682,3674,292,12.58
Chicago,Store_226,41.8846508347323,-87.6081820925267,3116,197,15.82
Chicago,Store_227,41.846259771680145,-87.58895494386664,7166,352,20.36
,Store_228,41.856892961647574,-87.61830497368474,8783,495,17.74
Chicago,Store_229,41.83817946030159,-87.65419844681463,1827,220,8.3
Chicago,Store_230,41.92131182824836,-87.62328668164108,4876,377,12.93
Chicago,Store_231,41.89323672109883,-87.60267533314803,7024,100,70.24
Chicago,Store_232,41.90174442356248,-87.5863632985231,4797,316,15.18
,Store_233,41.87318393714042,-87.66847619541593,4476,395,11.33
,Store_234,41.9119898086446,-87.66733373187968,3872,50,77.44
,Store_235,41.91508963620622,-87.6279161942874,6031,448,13.46
Chicago,Store_236,41.868000270387014,-87.6743238361178,9393,485,19.37
,Store_237,41.906878988871455,-87.619427846827,8970,112,80.09
Chicago,Store_238,41.86955045842036,-87.59344818593871,8973,435,20.63
Chicago,Store_239,41.87467001223188,-87.6317163021911,7490,66,113.48
Chicago,Store_240,41.88680682241366,-87.67651533297565,2205,201,10.97
Chicago,Store_241,41.88586319540916,-87.66324866825721,4572,393,11.63
Chicago,Store_242,41.85924731711328,-87.6017504292454,5757,203,28.36
,Store_243,41.82940944565884,-87.61344626279833,1966,386,5.09
Chicago,Store_244,41.924207031746946,-87.66493372722469,4701,391,12.02
Chicago,Store_245,41.83663496680787,-87.5801125748154,7704,376,20.49
,Store_246,41.887638501732006,-87.67309235226116,3482,428,8.14
Chicago,Store_247,41.90807820220743,-87.64486130009507,3717,334,11.13
,Store_248,41.89059759870511,-87.64202740525599,8311,473,17.57
Chicago,Store_249,41.88684536042341,-87.65039553207791,6490,224,28.97
Houston,Store_250,29.76283902693276,-95.37572372530617,6797,484,14.04
Houston,Store_251,29.725924024593073,-95.40160718695047,9038,180,50.21
Houston,Store_252,29.747730931627977,-95.39272553268565,7305,429,17.03
Houston,Store_253,29.790474977148612,-95.3219068564384,4462,398,11.21
Houston,Store_254,29.751198449536485,-95.36462774047406,6954,492,14.13
Houston,Store_255,29.760950787910605,-95.36029510202995,4310,278,15.5
Houston,Store_256,29.728254466205435,-95.35452538921481,4054,313,12.95
Houston,Store_257,29.720344139275934,-95.39548278090005,3538,449,7.88
Houston,Store_258,29.750118352961845,-95.35299148634293,7612,447,17.03
Houston,Store_259,29.7397147730261,-95.33016641814788,7150,379,18.87
Houston,Store_260,29.71895085308545,-95.3990113744854,5242,161,32.56
Houston,Store_261,29.72854354350898,-95.36149584390303,5177,51,101.51
Houston,Store_262,29.80146240035403,-95.35732387289568,4594,283,16.23
Houston,Store_263,29.792910733142268,-95.38349407878049,5491,69,79.58
Houston,Store_264,29.772814890784915,-95.37885883478087,8083,404,20.01
Houston,Store_265,29.805245330696216,-95.34343942058402,3679,108,34.06
Houston,Store_266,29.79985522268941,-95.33981447440527,3768,419,8.99
Houston,Store_267,29.712646930832012,-95.3929322640615,3599,499,7.21
Houston,Store_268,29.773747821982614,-95.39401123145667,6877,327,21.03
Houston,Store_269,29.79389302367993,-95.32135978192964,9633,78,123.5
Houston,Store_270,29.727567928584833,-95.39256926734807,1074,375,2.86
Houston,Store_271,29.80182988065605,-95.40802489171098,6475,90,71.94
Houston,Store_272,29.737805522068722,-95.36438219974842,8141,427,19.07
,Store_273,29.78242025816323,-95.40914212698713,1341,76,17.64
Houston,Store_274,29.80040186418481,-95.33241099224375,5263,147,35.8
Houston,Store_275,29.770451686043366,-95.35329633254537,9646,443,21.77
Houston,Store_276,29.801841194592498,-95.3779229475108,8643,239,36.16
Houston,Store_277,29.762291770528286,-95.41510340332249,4067,359,11.33
Houston,Store_278,29.78420336164264,-95.41152013320749,6490,331,19.61
Houston,Store_279,29.71722497053541,-95.33609210092969,8679,213,40.75
Houston,Store_280,29.782304590518425,-95.39008782843769,2333,147,15.87
Houston,Store_281,29.750064937305208,-95.32439130634603,7212,361,19.98
Houston,Store_282,29.731894037859075,-95.41668168649387,2762,293,9.43
Houston,Store_283,29.715542581348426,-95.37016337527987,7122,250,28.49
Houston,Store_284,29.787491220374584,-95.40914017468663,3343,66,50.65
Houston,Store_285,29.751679355060677,-95.3493074450311,2639,91,29.0
Houston,Store_286,29.756368151276114,-95.41220665896303,2252,157,14.34
Houston,Store_287,29.779869647085444,-95.392585486277,8009,61,131.3
Houston,Store_288,29.746497389694003,-95.41064179266733,5090,354,14.38
Houston,Store_289,29.724081863091897,-95.32477626461792,8982,61,147.25
Houston,Store_290,29.764590094737837,-95.33250541641236,6895,198,34.82
Houston,Store_291,29.786303584553885,-95.34738966707269,8119,247,32.87
Houston,Store_292,29.808457680017998,-95.3294636187364,6387,192,33.27
,Store_293,29.77971752114569,-95.41464041933413,9238,337,27.41
Houston,Store_294,29.78095751725157,-95.32727516825842,6913,135,51.21
Houston,Store_295,29.801948829758803,-95.41640540214142,9820,56,175.36
Houston,Store_296,29.740134900737257,-95.32736038046235,2521,364,6.93
Houston,Store_297,29.804826648911344,-95.37237857833425,6085,421,14.45
Houston,Store_298,29.794854939853508,-95.38788995267568,4561,152,30.01
Houston,Store_299,29.71410076347155,-95.36017301215179,8138,157,51.83
Houston,Store_300,29.72245668857773,-95.41210467983707,3983,232,17.17
Houston,Store_301,29.750848544968186,-95.36255722405666,7640,53,144.15
Houston,Store_302,29.7894723164839,-95.3879247497068,9684,475,20.39
Houston,Store_303,29.798066537786244,-95.3780493915972,9930,219,45.34
Houston,Store_304,29.80943413133418,-95.4197762476424,4810,428,11.24
Houston,Store_305,29.810193411053334,-95.38472881845483,3032,367,8.26
Houston,Store_306,29.758387562030393,-95.35704945367816,4511,285,15.83
Houston,Store_307,29.808808346919932,-95.34297265861355,1920,408,4.71
,Store_308,29.762651919163453,-95.34657281928153,4760,52,91.54
Houston,Store_309,29.757131076653767,-95.39009971235451,3033,373,8.13
Houston,Store_310,29.781955331523424,-95.3608891465529,9623,242,39.76
Houston,Store_311,29.801433910205755,-95.41528993227797,5494,354,15.52
Houston,Store_312,29.749563014054036,-95.40735624427032,2828,110,25.71
,Store_313,29.736298265160183,-95.36094457710267,1806,489,3.69
Houston,Store_314,29.79881989781315,-95.35972015535577,2868,275,10.43
Houston,Store_315,29.72710339460921,-95.3206831373863,6690,121,55.29
Houston,Store_316,29.804673177413513,-95.35483533510076,4564,415,11.0
Houston,Store_317,29.733466981171777,-95.40214719679945,3265,474,6.89
,Store_318,29.729043826214426,-95.34184155264332,4845,54,89.72
Houston,Store_319,29.71618426765634,-95.32288973698591,3736,58,64.41
Houston,Store_320,29.80317522831952,-95.32030921773536,8657,468,18.5
Houston,Store_321,29.786223847570408,-95.35019793819463,9194,209,43.99
Houston,Store_322,29.756738074821563,-95.35750626170649,1892,138,13.71
Houston,Store_323,29.76969399348417,-95.36179137921621,2290,154,14.87
Houston,Store_324,29.74951697660804,-95.39250406251436,2218,458,4.84
Houston,Store_325,29.7956193533347,-95.41625776315814,1954,275,7.11
Houston,Store_326,29.75124532130707,-95.38253114829877,6370,438,14.54
Houston,Store_327,29.715278358167318,-95.36653974805992,9228,365,25.28
,Store_328,29.721346886005445,-95.3303520069032,6068,130,46.68
Houston,Store_329,29.716551702623924,-95.33150937308625,1317,398,3.31
Houston,Store_330,29.80105137194446,-95.36266810580804,7183,396,18.14
Houston,Store_331,29.796849288030735,-95.34640900810463,5311,196,27.1
Houston,Store_332,29.797216080405157,-95.39527144677446,2704,318,8.5
,Store_333,29.79410133283637,-95.35005285383306,5286,204,25.91
Houston,Store_334,29.785671663955764,-95.40393948947069,1556,363,4.29
Houston,Store_335,29.756947000877,-95.33189285197719,8561,209,40.96
Houston,Store_336,29.743911885425916,-95.34544917437084,4998,131,38.15
Houston,Store_337,29.792196702411907,-95.33658658220422,1294,499,2.59
Houston,Store_338,29.73910381331749,-95.35810730816242,2136,282,7.57
Houston,Store_339,29.77358135270167,-95.39381964189359,5543,393,14.1
Houston,Store_340,29.792267942049985,-95.40695512819067,6352,273,23.27
Houston,Store_341,29.794412150274123,-95.38058487885547,3382,271,12.48
Houston,Store_342,29.785769883405052,-95.34091930181292,8059,401,20.1
Houston,Store_343,29.7874854108541,-95.32507021117436,2040,61,33.44
Houston,Store_344,29.717135060146877,-95.36158295398236,3752,71,52.85
Houston,Store_345,29.77249155177675,-95.41522579661874,3353,319,10.51
Houston,Store_346,29.80774889691774,-95.32291221447143,9954,276,36.07
Houston,Store_347,29.769839585922856,-95.38143877395943,9220,444,20.77
Houston,Store_348,29.792551294740743,-95.38261664707612,4356,53,82.19
Phoenix,Store_349,33.40861936196937,-112.03857902255385,4342,424,10.24
Phoenix,Store_350,33.48099207657999,-112.094162556901,2823,179,15.77
Phoenix,Store_351,33.47568227800168,-112.10099463169685,6658,244,27.29
,Store_352,33.49348635622504,-112.1088942108219,1988,70,28.4
Phoenix,Store_353,33.48935245109478,-112.03826399079075,5179,311,16.65
Phoenix,Store_354,33.47440940784381,-112.0797701237619,6626,306,21.65
Phoenix,Store_355,33.43047427404381,-112.05155773273859,2980,212,14.06
Phoenix,Store_356,33.40151340828845,-112.05883331746242,6390,257,24.86
Phoenix,Store_357,33.452723280578994,-112.10807542617208,1984,194,10.23
Phoenix,Store_358,33.40751644904062,-112.10863419618389,2050,223,9.19
Phoenix,Store_359,33.45143543937282,-112.12221381075217,1959,477,4.11
Phoenix,Store_360,33.401652617949125,-112.03191521521843,3946,453,8.71
Phoenix,Store_361,33.47805372909762,-112.07584776484875,2875,277,10.38
Phoenix,Store_362,33.45424126725832,-112.10144598575562,8099,368,22.01
Phoenix,Store_363,33.46355194668023,-112.09140745360479,3433,393,8.74
Phoenix,Store_364,33.441724674897166,-112.0255648592597,5167,326,15.85
Phoenix,Store_365,33.405644688779454,-112.08475064435933,2389,144,16.59
Phoenix,Store_366,33.470588762792694,-112.05830161424355,9920,338,29.35
Phoenix,Store_367,33.49366486380387,-112.03321813470153,1778,263,6.76
Phoenix,Store_368,33.47331616391013,-112.10940779259649,7731,426,18.15
Phoenix,Store_369,33.45549045018441,-112.12216323630594,3720,251,14.82
Phoenix,Store_370,33.4759804735793,-112.02987624957676,9032,51,177.1
Phoenix,Store_371,33.45182422059764,-112.03574665141804,2949,466,6.33
Phoenix,Store_372,33.48085140468968,-112.08821986490717,4174,243,17.18
Phoenix,Store_373,33.49614663863148,-112.10391409101376,4041,155,26.07
Phoenix,Store_374,33.415148258225905,-112.11354321596656,7090,366,19.37
Phoenix,Store_375,33.46904757264869,-112.12084138551744,7917,122,64.89
Phoenix,Store_376,33.40359712836515,-112.06987036646989,9907,313,31.65
Phoenix,Store_377,33.493135046263106,-112.06146953397861,9442,432,21.86
Phoenix,Store_378,33.40641148463847,-112.03451833439395,1899,439,4.33
Phoenix,Store_379,33.48012977699625,-112.07876817154816,1514,176,8.6
,Store_380,33.451040266093614,-112.05084104782446,8179,136,60.14
,Store_381,33.463429418587346,-112.07607210714237,2266,171,13.25
Phoenix,Store_382,33.43130174378147,-112.07698174073033,5780,441,13.11
Phoenix,Store_383,33.48558327789731,-112.08063446660437,1306,349,3.74
Phoenix,Store_384,33.45393635509376,-112.05207982217277,1661,86,19.31
Phoenix,Store_385,33.498033391605674,-112.02652068378532,9946,84,118.4
Phoenix,Store_386,33.42045611249223,-112.08216002113323,1352,440,3.07
Phoenix,Store_387,33.44466229567393,-112.03717274945916,1158,491,2.36
Phoenix,Store_388,33.472670652119994,-112.08145066655518,4453,69,64.54
Phoenix,Store_389,33.4488844881893,-112.06966994766367,5703,154,37.03
Phoenix,Store_390,33.44226154191896,-112.05147423395849,6631,277,23.94
,Store_391,33.48574232380817,-112.03392981359887,2394,235,10.19
Phoenix,Store_392,33.489636334561666,-112.10293378109944,1529,89,17.18
Phoenix,Store_393,33.48199980637812,-112.10042079060408,4591,149,30.81
